0,5114
1,7382
2,25662
3,17540
4,54728
5,34622
6,213121
7,107222
8,63423
9,70269
10,114725
11,47129
12,32336
13,58602
14,34043
15,42792
16,40720
17,17899
18,25426
19,27950
20,22995
21,19014
22,19809
23,25075
24,16965
25,20621
26,14793
27,18438
28,12649
29,16220
30,15607
31,13953
32,14514
33,10879
34,14542
35,10761
36,11908
37,8889
38,11206
39,10341
40,8508
41,9220
42,9704
43,8935
44,10611
45,8675
46,9368
47,7379
48,8724
49,9447
50,8333
51,8176
52,7532
53,7138
54,7182
55,7777
56,7139
57,7830
58,6964
59,6960
60,5749
61,7885
62,6381
63,6328
64,7409
65,6005
66,6821
67,7098
68,6806
69,6282
70,6324
71,6383
72,6957
73,6403
74,7037
75,5941
76,6543
77,6338
78,6313
79,6929
80,6737
81,5544
82,6562
83,5211
84,6097
85,5869
86,5664
87,5819
88,5390
89,5429
90,5900
91,5882
92,5869
93,5740
94,5972
95,5644
96,5845
97,6302
98,5126
99,5796
100,5936
101,5454
102,5619
103,5729
104,5005
105,5693
106,5602
107,5889
108,5563
109,5355
110,5225
111,5135
112,6481
113,5411
114,5092
115,5594
116,5775
117,5322
118,5330
119,5417
120,5493
121,5746
122,5529
123,5430
124,4980
125,5234
126,5500
127,5412
128,5644
129,5447
130,5278
131,5166
132,5116
133,4708
134,5180
135,5146
136,4973
137,4855
138,5183
139,4844
140,4935
141,5236
142,4748
143,5281
144,4623
145,4955
146,4914
147,4919
148,5283
149,5113
150,4811
151,4959
152,5153
153,5111
154,4507
155,4784
156,4938
157,5206
158,4841
159,5183
160,5037
161,4981
162,4870
163,4969
164,5132
165,5197
166,5123
167,5181
168,5058
169,4998
170,4834
171,5275
172,4976
173,5139
174,5112
175,5324
176,5068
177,4960
178,4894
179,4937
180,5061
181,4904
182,5057
183,5372
184,5054
185,4865
186,5558
187,4896
188,5268
189,5497
190,5364
191,5399
192,5238
193,5358
194,5613
195,5484
196,5664
197,5480
198,5176
199,5451
200,5516
201,5452
202,5302
203,5349
204,5095
205,5478
206,5701
207,5610
208,5612
209,5590
210,5565
211,5299
212,5505
213,5317
214,5221
215,5243
216,5659
217,5338
218,5876
219,5833
220,5888
221,6136
222,5793
223,6135
224,6232
225,6013
226,6477
227,6885
228,7173
229,7950
230,8232
231,7954
232,8315
233,8418
234,8874
235,9437
236,10026
237,10445
238,10640
239,11620
240,10661
241,11582
242,11182
243,12029
244,13613
245,13405
246,16871
247,18745
248,22406
249,26631
250,34149
251,43614
252,55333
253,73338
254,86056
255,54710
